first,last,suffix,pos,dob,col,id_armchair,id_nfl_old,id_ffcalc,id_underdog,id_gsis,id_esd,id_nfl_new
stefon,diggs,NA,WR,11/29/1993,Maryland,SD-0537,2552608,2316,d06c69a2-6d09-45a6-aa4b-33e37864b751,00-0031588,DIG218895,32013030-2d30-3033-3135-383848cdfbb6
seth,doege,NA,QB,12/18/1988,Texas Tech,SD-0550,2541500,NA,NA,00-0029772,DOE147658,NA
stevie,donatell,NA,TE,03/05/1994,Western Kentucky,SD-0562,NA,NA,NA,NA,NA,NA
scott,dragos,NA,TE,10/28/1975,Boston College,SD-0700,2500457,NA,NA,NA,NA,NA
shaun,draughn,NA,RB,12/07/1987,North Carolina,SD-0800,2495461,NA,NA,00-0028202,DRA542186,32013030-2d30-3032-3832-303280c16c9e
steven,dunbar,NA,WR,12/09/1995,Houston,SD-0950,2559952,NA,NA,00-0034072,DUN102329,NA
shaq,evans,NA,WR,03/07/1991,UCLA,SE-0450,2543761,NA,NA,00-0031056,EVA781924,NA
shay,fields,NA,WR,06/22/1996,Colorado,SF-0075,2561432,NA,NA,00-0034100,FIE773254,NA
samkon,gado,NA,RB,11/13/1982,Liberty,SG-0100,2506185,NA,NA,00-0023074,GAD679834,NA
sam,gash,NA,RB,03/07/1969,Penn State,SG-0400,2500774,NA,NA,NA,NA,NA
shelton,gibson,NA,WR,03/20/1994,West Virginia,SG-0450,2558258,NA,7c6f6f3b-4dbd-4492-a645-f9c29860626f,00-0033573,GIB771244,32013030-2d30-3033-3335-3733b5ce78b4
samuel,giguere,NA,WR,07/11/1985,Sherbrooke,SG-0500,2507395,NA,NA,00-0025992,GIG652601,NA
skyler,green,NA,WR,09/12/1984,LSU,SG-1200,2495839,NA,NA,NA,NA,NA
shonn,greene,NA,RB,08/21/1985,Iowa,SG-1300,79563,1643,NA,00-0026899,GRE510029,32013030-2d30-3032-3638-39394cc5f3ac
saalim,hakim,NA,WR,02/01/1990,Tarleton State,SH-0050,2535716,NA,NA,00-0029006,HAK319681,32013030-2d30-3032-3930-3036fdd3d1b6
stanley,havili,NA,RB,11/14/1987,USC,SH-0450,2495160,NA,NA,00-0028178,HAV606770,32013030-2d30-3032-3831-3738bc0d942b
spencer,havner,NA,TE,02/02/1983,UCLA,SH-0500,2495852,NA,NA,00-0023832,HAV659188,NA
steve,heiden,NA,TE,09/21/1976,San Diego State,SH-0600,2501111,NA,NA,NA,NA,NA
skip,hicks,NA,RB,10/13/1974,UCLA,SH-0900,2501152,NA,NA,NA,NA,NA
shaq,hill,NA,WR,05/12/1993,Eastern Washington,SH-1050,2559186,NA,NA,00-0033772,HIL586194,NA
shaun,hill,NA,QB,01/09/1980,Maryland,SH-1100,2504833,NA,NA,00-0020679,HIL586565,32013030-2d30-3032-3036-3739dd380a34
stephen,hill,NA,WR,04/25/1991,Georgia Tech,SH-1150,2533537,NA,NA,00-0028995,HIL590866,32013030-2d30-3032-3839-3935d78388e0
santonio,holmes,NA,WR,03/03/1984,Ohio State,SH-1300,2506885,546,NA,00-0024240,HOL657297,32013030-2d30-3032-3432-3430a333b161
sione,houma,NA,RB,06/21/1994,Michigan,SH-1375,NA,NA,NA,NA,NA,NA
stephen,houston,NA,RB,10/28/1991,Indiana,SH-1387,2550298,NA,NA,00-0030685,HOU736236,NA
sam,hurd,NA,WR,04/24/1985,Northern Illinois,SH-1400,2506737,NA,NA,00-0023953,HUR108558,32013030-2d30-3032-3339-3533f7c7fde8
sedrick,irvin,NA,RB,03/30/1978,Michigan State,SI-0100,2501304,NA,NA,NA,NA,NA
steve,ishmael,NA,WR,07/18/1995,Syracuse,SI-0250,2561130,NA,NA,00-0034087,ISH425791,NA
sheldon,jackson,NA,TE,07/24/1976,Nebraska,SJ-0100,2501339,NA,NA,NA,NA,NA
steven,jackson,NA,RB,07/22/1983,Oregon State,SJ-0200,2505936,581,NA,00-0022736,JAC560875,32013030-2d30-3032-3237-3336d84a194c
shawn,jefferson,NA,WR,02/22/1969,Central Florida,SJ-0400,2501373,NA,NA,NA,NA,NA
steve,johnson,NA,WR,07/22/1986,Kentucky,SJ-0600,768,1772,NA,00-0026364,JOH673533,NA
storm,johnson,NA,RB,07/10/1992,Central Florida,SJ-0675,2543570,NA,NA,00-0031243,JOH676033,32013030-2d30-3033-3132-343380099f0f
seantavius,jones,NA,WR,08/09/1992,Valdosta State,SJ-0750,2550359,NA,NA,00-0030807,JON717404,32013030-2d30-3033-3038-3037a03fd987
shaun,king,NA,QB,05/29/1977,Tulane,SK-0400,2501619,NA,NA,NA,NA,NA
spencer,larsen,NA,RB,03/04/1984,Arizona,SL-0200,NA,NA,NA,NA,NA,NA
sefo,liufau,NA,QB,10/29/1994,Colorado,SL-0725,2558967,NA,NA,00-0033429,LIU196395,NA
seth,lobato,NA,QB,12/05/1990,Northern Colorado,SL-0750,2550367,NA,NA,00-0030846,LOB054826,NA
stefan,logan,NA,RB,06/02/1981,South Dakota,SL-0900,2507547,NA,NA,00-0026491,LOG760878,32013030-2d30-3032-3634-393188898c73
stephen,louis,NA,WR,09/07/1995,North Carolina State,SL-0962,2563233,NA,NA,00-0035460,LOU666630,NA
stacey,mack,NA,RB,06/26/1975,Temple,SM-0100,2501837,NA,NA,NA,NA,NA
sean,mannion,NA,QB,04/25/1992,Oregon State,SM-0425,2552576,NA,ecee067e-bcfb-40f7-93a3-913f3f4e98c4,00-0032245,MAN548238,32013030-2d30-3033-3232-3435dbcb2822
shane,matthews,NA,QB,06/01/1970,Florida,SM-0900,2501913,NA,NA,NA,NA,NA
sultan,mccullough,NA,RB,02/20/1980,USC,SM-1200,2505314,NA,NA,NA,NA,NA
sean,mcdermott,NA,TE,12/05/1976,Kansas,SM-1300,2504558,NA,NA,NA,NA,NA
shaun,mcdonald,NA,WR,06/30/1981,Arizona State,SM-1400,2505496,NA,NA,NA,NA,NA
stephen,mcgee,NA,QB,09/27/1985,Texas A&M,SM-1700,81296,NA,NA,00-0027071,MCG199650,32013030-2d30-3032-3730-37311da2a010
sean,mcgrath,NA,TE,12/03/1987,Henderson State,SM-1750,2535943,NA,NA,00-0029391,MCG631892,32013030-2d30-3032-3933-393165f819d2
sean,mchugh,NA,TE,05/27/1982,Penn State,SM-1800,2505924,NA,NA,00-0022724,MCH653214,NA
steve,mcnair,NA,QB,02/14/1973,Alcorn State,SM-2400,2502045,NA,NA,NA,NA,NA
shad,meier,NA,TE,06/07/1978,Kansas State,SM-2500,2504725,NA,NA,NA,NA,NA
sony,michel,NA,RB,02/17/1995,Georgia,SM-2625,2560809,2865,609577c3-1ab5-468d-8a84-f678509bfce9,00-0034845,MIC517884,32013030-2d30-3033-3438-34354d4f54b0
scott,miller,NA,WR,07/31/1997,Bowling Green,SM-2653,2562865,NA,3194dd93-90b5-42b4-9abf-04711a2e4d83,00-0035298,MIL546315,32013030-2d30-3033-3532-39385783ded3
steven,miller,NA,RB,03/23/1991,Appalachian State,SM-2675,2541628,NA,NA,00-0029885,MIL572526,NA
scott,mitchell,NA,QB,01/02/1968,Utah,SM-2700,2502150,NA,NA,NA,NA,NA
steven,mitchell,NA,WR,05/02/1994,USC,SM-2825,2560812,NA,NA,00-0034081,MIT718852,32013030-2d30-3033-3430-3831489eb9b4
sean,modster,NA,WR,11/13/1995,Boise State,SM-2837,2563096,NA,NA,00-0035114,MOD335506,NA
scottie,montgomery,NA,WR,05/26/1978,Duke,SM-2900,2503973,NA,NA,NA,NA,NA
sean,morey,NA,WR,02/26/1976,Brown,SM-3200,2502200,NA,NA,NA,NA,NA
stanley,morgan,jr,WR,09/07/1996,Nebraska,SM-3250,2562504,NA,NA,00-0035399,MOR226706,32013030-2d30-3033-3533-39397be7b4be
sammy,morris,NA,RB,03/23/1977,Texas Tech,SM-3400,2504126,NA,NA,00-0019484,MOR536043,32013030-2d30-3031-3934-3834ae9192ef
stephen,morris,NA,QB,08/27/1992,Miami (FL),SM-3450,2550376,NA,NA,00-0030825,MOR536881,NA
sylvester,morris,NA,WR,10/06/1977,Jackson State,SM-3500,2504325,NA,NA,NA,NA,NA
santana,moss,NA,WR,06/01/1979,Miami (FL),SM-3600,2504743,855,NA,00-0020494,MOS717844,32013030-2d30-3032-3034-3934f47a0f80
sinorice,moss,NA,WR,12/28/1983,Miami (FL),SM-3700,2495916,NA,NA,00-0024259,MOS720810,NA
spencer,nead,NA,TE,11/03/1977,Brigham Young,SN-0100,2505546,NA,NA,NA,NA,NA
shawn,nelson,NA,TE,10/05/1985,Southern Mississippi,SN-0400,71413,NA,NA,00-0027088,NEL713868,00-0027088
scott,orndoff,NA,TE,12/16/1993,Pittsburgh,SO-0450,2558867,NA,NA,00-0033240,ORN091071,NA
samie,parker,NA,WR,03/25/1981,Oregon,SP-0300,2505953,NA,NA,NA,NA,NA
sirr,parker,NA,WR,10/31/1977,Texas A&M,SP-0400,2502408,NA,NA,NA,NA,NA
solomon,patton,NA,WR,10/17/1990,Florida,SP-0450,2550500,NA,NA,00-0030839,PAT781894,32013030-2d30-3033-3038-3339e66e9757
samaje,perine,NA,RB,09/16/1995,Oklahoma,SP-0825,2558138,2441,9e2b4936-5055-489e-bbd2-15c39a040741,00-0033526,PER095343,32013030-2d30-3033-3335-3236c4dcdbfe
senorise,perry,NA,RB,09/19/1991,Louisville,SP-0850,2550633,NA,c4eea042-5cfa-46cf-93bb-bc6039e7757b,00-0031209,PER713312,32013030-2d30-3033-3132-3039898d608c
shakim,phillips,NA,WR,03/19/1992,Boston College,SP-1050,2553904,NA,NA,00-0032100,PHI650542,NA
shawn,poindexter,NA,WR,12/13/1995,Arizona,SP-1425,2563094,NA,NA,00-0035035,POI595185,NA
stanley,pritchett,NA,RB,12/22/1973,South Carolina,SP-1800,2502554,NA,NA,NA,NA,NA
silas,redd,NA,RB,03/01/1992,USC,SR-0350,2550529,NA,NA,00-0031008,RED271501,32013030-2d30-3033-3130-3038f58cc784
sean,renfree,NA,QB,04/28/1990,Duke,SR-0450,2540263,NA,NA,00-0030569,REN135405,32013030-2d30-3033-3035-3639a313fc3e
sidney,rice,NA,WR,09/01/1986,South Carolina,SR-0500,2495718,984,NA,00-0025431,RIC161100,32013030-2d30-3032-3534-333139b89012
stevan,ridley,NA,RB,01/27/1989,LSU,SR-0700,2495470,1824,NA,00-0028011,RID658759,32013030-2d30-3032-3830-3131eef5fc17
seth,roberts,NA,WR,02/22/1991,West Alabama,SR-0750,2550597,NA,752ed656-a1f1-4767-b121-73c9f07a0ff2,00-0031166,ROB240370,32013030-2d30-3033-3131-3636f0071728
sam,rogers,NA,RB,04/12/1995,Virginia Tech,SR-0950,2558196,NA,NA,00-0033967,ROG533114,NA
sage,rosenfels,NA,QB,03/06/1978,Iowa State,SR-1200,2504729,NA,NA,00-0020480,ROS396938,NA
sean,ryan,NA,TE,03/27/1980,Boston College,SR-1500,2506010,NA,NA,00-0022817,RYA746873,NA
shakeir,ryan,NA,WR,08/11/1995,Northwestern State,SR-1600,2559363,NA,NA,00-0033843,RYA755994,NA
steve,sanders,NA,WR,12/23/1982,Bowling Green,SS-0100,2506757,NA,NA,NA,NA,NA
steven,scheu,NA,TE,07/07/1992,Vanderbilt,SS-0450,2556674,NA,NA,00-0032582,SCH136315,NA
spencer,schnell,NA,WR,12/07/1994,Illinois State,SS-0650,2563283,NA,NA,00-0035587,SCH402626,NA
shannon,sharpe,NA,TE,06/26/1968,Savannah State,SS-1200,2502906,NA,NA,NA,NA,NA
sterling,shepard,NA,WR,02/10/1994,Oklahoma,SS-1250,2555295,2349,7d4250a6-3197-4afa-a6f5-fa32f33ecc53,00-0032385,SHE495754,32013030-2d30-3033-3233-3835efcb67d8
sam,simmons,NA,WR,11/25/1979,Northwestern,SS-1500,2505152,NA,NA,NA,NA,NA
scott,simonson,NA,TE,04/13/1992,Assumption,SS-1525,2550599,NA,NA,00-0031167,SIM449869,32013030-2d30-3033-3131-36373f734f41
steven,sims,jr,WR,03/31/1997,Kansas,SS-1537,2563033,NA,2074f414-2f23-4aad-b7e6-cd48d44c497f,00-0034928,SIM809106,32013030-2d30-3033-3439-3238ba773937
steve,skelton,NA,TE,08/06/1989,Fordham,SS-1550,2531060,NA,NA,00-0028728,SKE611991,NA
steve,slaton,NA,RB,01/04/1986,West Virginia,SS-1600,945,1373,NA,00-0026229,SLA557176,32013030-2d30-3032-3632-3239c1fc57e5
shane,smith,NA,RB,08/21/1993,San Jose State,SS-1750,2559254,NA,NA,00-0033719,SMI711430,NA
steve,smith,NA,WR,05/12/1979,Utah,SS-2100,2504595,1094,NA,00-0020337,SMI733120,32013030-2d30-3032-3033-3337ff38c404
steve,smith,NA,WR,05/06/1985,USC,SS-2200,2507175,1093,NA,00-0025438,SMI725035,32013030-2d30-3032-3534-3338d05b6e65
shaky,smithson,NA,WR,08/23/1987,Utah,SS-2300,2530736,NA,NA,00-0028604,SMI830001,NA
stephen,spach,NA,TE,07/18/1982,Fresno State,SS-2400,2506199,NA,NA,00-0023108,SPA047461,32013030-2d30-3032-3331-3038a880a8da
syndric,steptoe,NA,WR,12/06/1984,Arizona,SS-2800,2495751,NA,NA,00-0025621,STE539145,NA
shyrone,stith,NA,RB,04/02/1978,Virginia Tech,SS-2900,2503913,NA,NA,NA,NA,NA
sammie,stroughter,NA,WR,01/03/1986,Oregon State,SS-3000,81873,NA,NA,00-0026953,STR728484,32013030-2d30-3032-3639-35333a6ea37b
stepfan,taylor,NA,RB,06/09/1991,Stanford,ST-0250,2539315,NA,NA,00-0030282,TAY700784,32013030-2d30-3033-3032-38321eba79b5
sloan,thomas,NA,WR,12/22/1981,Texas,ST-0500,2505891,NA,NA,NA,NA,NA
scott,tolzien,NA,QB,09/04/1987,Wisconsin,ST-0700,2495425,NA,NA,00-0028595,TOL825549,32013030-2d30-3032-3835-39356444c33f
stephen,trejo,NA,RB,11/20/1977,Arizona State,ST-1000,2504470,NA,NA,NA,NA,NA
stacy,tutt,NA,RB,08/08/1982,Richmond,ST-1400,2506836,NA,NA,NA,NA,NA
soma,vainuku,NA,RB,05/28/1992,USC,SV-0050,NA,NA,NA,NA,NA,NA
shane,vereen,NA,RB,03/02/1989,California,SV-0200,2495473,1822,NA,00-0027994,VER287449,32013030-2d30-3032-3739-39342f5088f8
scott,vines,NA,WR,04/17/1979,Wyoming,SV-0300,2505290,NA,NA,NA,NA,NA
seneca,wallace,NA,QB,08/06/1980,Iowa State,SW-0100,2505562,NA,NA,00-0022055,WAL501121,32013030-2d30-3032-3230-353563e50f54
spencer,ware,NA,RB,11/23/1991,LSU,SW-0350,2540204,2030,d6a0ae50-397f-42af-aca3-f8d006bdeb68,00-0030414,WAR371408,32013030-2d30-3033-3034-3134b5217c4c
sammy,watkins,NA,WR,06/14/1993,Clemson,SW-0450,2543457,2109,b5261d7a-77fc-47d8-96b8-641d8c5724c8,00-0031325,WAT270480,32013030-2d30-3033-3133-32353107e672
shaud,williams,NA,RB,10/02/1980,Alabama,SW-1400,2505829,NA,NA,NA,NA,NA
stanley,williams,NA,RB,09/30/1995,Kentucky,SW-1575,2559011,NA,NA,00-0033349,WIL525037,NA
stephen,williams,NA,WR,06/29/1986,Toledo,SW-1600,497344,NA,NA,00-0027349,WIL527878,32013030-2d30-3032-3733-34398ee0d8bb
shaun,wilson,NA,RB,12/02/1995,Duke,SW-1775,2561291,NA,NA,00-0034621,WIL778357,32013030-2d30-3033-3436-32318a39a89d
shane,wimann,NA,TE,09/09/1994,Northern Illinois,SW-1850,2561421,NA,NA,00-0034598,WIM110743,NA
steven,wroblewski,NA,TE,NA,Southern Utah,SW-2337,2559297,NA,NA,00-0033615,WRO102490,NA
shane,wynn,NA,WR,11/15/1992,Indiana,SW-2350,2553630,NA,NA,00-0031684,WYN154641,32013030-2d30-3033-3136-383491e06148
spergon,wynn,NA,QB,08/10/1978,Texas State,SW-2400,2504177,NA,NA,NA,NA,NA
selvin,young,NA,RB,10/01/1983,Texas,SY-0300,2507035,NA,NA,NA,NA,NA
troy,aikman,NA,QB,11/21/1966,UCLA,TA-0300,2499369,NA,NA,NA,NA,NA
terry,allen,NA,RB,02/21/1968,Clemson,TA-0500,2499403,NA,NA,NA,NA,NA
torrence,allen,NA,WR,03/31/1991,West Texas A&M,TA-0550,2550452,NA,NA,00-0030914,ALL650766,NA
tavon,austin,NA,WR,03/15/1991,West Virginia,TA-1050,2539336,1972,NA,00-0030525,AUS659596,32013030-2d30-3033-3035-32354e0c0897
terrence,austin,NA,WR,08/25/1988,UCLA,TA-1100,1037882,NA,NA,00-0027813,AUS667010,32013030-2d30-3032-3738-31332e6273eb
tim,baker,NA,WR,10/23/1977,Texas Tech,TB-0100,2504403,NA,NA,NA,NA,NA
tony,banks,NA,QB,04/05/1973,Michigan State,TB-0200,2499522,NA,NA,NA,NA,NA
tiki,barber,NA,RB,04/07/1975,Virginia,TB-0400,2499533,NA,NA,NA,NA,NA
travis,beckum,NA,TE,01/24/1987,Wisconsin,TB-0900,71201,NA,NA,00-0027070,BEC798709,32013030-2d30-3032-3730-373075635d5b
tatum,bell,NA,RB,03/02/1981,Oklahoma State,TB-1000,2506082,NA,NA,NA,NA,NA
tim,benford,NA,WR,09/07/1989,Tennessee Tech,TB-1030,2535699,NA,NA,00-0029001,BEN038932,NA
travis,benjamin,NA,WR,12/29/1989,Miami (FL),TB-1060,2532790,2189,07b3fb8f-0332-4752-b3e4-4d3cec769a7d,00-0029269,BEN162218,32013030-2d30-3032-3932-3639ef8a7fd5
trinity,benson,NA,WR,01/16/1997,East Central Oklahoma,TB-1125,2563035,NA,NA,00-0034930,BEN654698,NA
tim,biakabutuka,NA,RB,01/24/1974,Michigan,TB-1200,2499645,NA,NA,NA,NA,NA
taye,biddle,NA,WR,02/27/1983,Mississippi,TB-1300,2506687,NA,NA,00-0023867,BID148317,NA
troy,bienemann,NA,TE,02/19/1983,Washington State,TB-1400,2506793,NA,NA,NA,NA,NA
tommy,bohanon,NA,RB,09/10/1990,Wake Forest,TB-1720,2540225,NA,NA,00-0030112,BOH116572,32013030-2d30-3033-3031-313249f67e4f
ted,bolser,NA,TE,10/22/1990,Indiana,TB-1735,2543810,NA,NA,00-0031088,BOL580591,NA
todd,bouman,NA,QB,08/01/1972,St Cloud State,TB-1900,2499725,NA,NA,00-0001545,BOU357325,00-0001545
tajh,boyd,NA,QB,09/25/1990,Clemson,TB-2050,2543703,NA,NA,00-0031086,BOY341422,NA
tyler,boyd,NA,WR,11/15/1994,Pittsburgh,TB-2075,2555466,2359,d64083db-f479-4c23-bd26-c64e4903aea9,00-0033009,BOY378353,32013030-2d30-3033-3330-303984f9bb0c
trevone,boykin,NA,QB,08/22/1993,Texas Christian,TB-2087,2556477,NA,NA,00-0032462,BOY620791,32013030-2d30-3033-3234-3632a22d6586
tim,boyle,NA,QB,10/03/1994,Eastern Kentucky,TB-2093,2561187,NA,88a8d260-ba5e-4fac-81d9-a18cda757bf8,00-0034177,BOY696580,32013030-2d30-3033-3431-37377f312969
tom,brady,NA,QB,08/03/1977,Michigan,TB-2300,2504211,119,55b8485f-7bc3-466c-86e3-e6b84db903b9,00-0019596,BRA371156,32013030-2d30-3031-3935-39361b587621
tyre,brady,NA,WR,04/19/1995,Marshall,TB-2350,2562237,NA,NA,00-0035361,BRA271308,NA
tom,brandstater,NA,QB,10/21/1984,Fresno State,TB-2500,71213,NA,NA,00-0027121,BRA567635,32013030-2d30-3032-3731-32313d85dd8b
tyler,bray,NA,QB,12/27/1991,Tennessee,TB-2550,2540173,NA,NA,00-0030151,BRA780271,32013030-2d30-3033-3031-35314afd422b
teddy,bridgewater,NA,QB,11/10/1992,Louisville,TB-2650,2543465,2117,c37f4140-08a8-483d-bd47-cfd2d0ca2adf,00-0031237,BRI129168,32013030-2d30-3033-3132-3337a759b614
tony,brooks-james,NA,RB,12/06/1994,Oregon,TB-2775,2563300,NA,b33ef71a-b449-4335-bbf1-1e2c6a283280,00-0035551,BRO188266,32013030-2d30-3033-3535-3531eeba4b5b
tim,brown,NA,WR,07/22/1966,Notre Dame,TB-2900,2499869,NA,NA,NA,NA,NA
travis,brown,NA,QB,07/17/1977,Northern Arizona,TB-3200,2504003,NA,NA,NA,NA,NA
troy,brown,NA,WR,07/02/1971,Marshall,TB-3300,2499871,NA,NA,NA,NA,NA
trey,burton,NA,TE,10/29/1991,Florida,TB-3950,2550284,2197,942f94c6-189c-47ee-828a-85c3f39a70b8,00-0030710,BUR817654,32013030-2d30-3033-3037-31306f2009da
terry,butler,NA,RB,08/02/1982,Villanova,TB-4000,2506595,NA,NA,NA,NA,NA
travaris,cadet,NA,RB,02/01/1989,Appalachian State,TC-0050,2535890,NA,NA,00-0029205,CAD290360,32013030-2d30-3032-3932-3035b61cde07
tyrone,calico,NA,WR,11/09/1980,Middle Tennessee,TC-0100,2505590,NA,NA,NA,NA,NA
trung,canidate,NA,RB,03/03/1977,Arizona,TC-0300,2504260,NA,NA,NA,NA,NA
trenton,cannon,NA,RB,07/23/1994,Virginia State,TC-0325,2561137,NA,562c05bb-3a3b-4bb6-8973-8d3b6390f3da,00-0034164,CAN678301,32013030-2d30-3033-3431-3634d719353d
tra,carson,NA,RB,10/24/1992,Texas A&M,TC-0450,2556493,NA,NA,00-0032540,CAR594837,32013030-2d30-3033-3235-3430b5835725
tim,carter,NA,WR,09/21/1979,Auburn,TC-0600,2505044,NA,NA,NA,NA,NA
tony,carter,NA,RB,08/23/1972,Minnesota,TC-0900,2500007,NA,NA,NA,NA,NA
tim,castille,NA,RB,05/29/1984,Alabama,TC-1200,2507268,NA,NA,NA,NA,NA
tashard,choice,NA,RB,11/20/1984,Georgia Tech,TC-1300,1970,1380,NA,00-0026262,CHO431469,32013030-2d30-3032-3632-3632e19db5d2
taryn,christion,NA,QB,NA,South Dakota State,TC-1350,2562866,NA,NA,NA,CHR519112,NA
thomas,clayton,NA,RB,04/26/1984,Kansas State,TC-1600,2495575,NA,NA,00-0025573,CLA825714,32013030-2d30-3032-3535-37332fd4e088
toney,clemons,NA,WR,10/11/1988,Colorado,TC-1650,2532812,NA,NA,00-0029204,CLE535163,32013030-2d30-3032-3932-3034ecda5901
tyler,clutts,NA,RB,11/09/1984,Fresno State,TC-1700,2508096,NA,NA,00-0027917,CLU606964,32013030-2d30-3032-3739-3137565ffde5
tarik,cohen,NA,RB,07/26/1995,North Carolina A&T,TC-1975,2558250,2493,43633235-3d23-40cb-a1d1-0977340d003b,00-0033556,COH427642,32013030-2d30-3033-3335-3536651f9951
tevin,coleman,NA,RB,04/16/1993,Indiana,TC-2050,2552453,2289,76985ae2-a64a-4f58-a469-4c44e2f5f0cf,00-0032058,COL359050,32013030-2d30-3033-3230-35386984de69
todd,collins,NA,QB,11/05/1971,Michigan,TC-2300,2500157,NA,NA,00-0003315,COL694708,00-0003315
tyler,conklin,NA,TE,07/30/1995,Central Michigan,TC-2375,2561027,NA,4d400193-f1b1-4e4e-8551-d2fa1a536e8f,00-0034270,CON185250,32013030-2d30-3033-3432-3730c7f5889d
tim,cook,NA,RB,04/19/1994,Oregon State,TC-2425,2559156,NA,NA,00-0033683,COO234539,NA
terrance,copper,NA,WR,03/12/1982,East Carolina,TC-2500,2505771,NA,NA,00-0022388,COP760272,32013030-2d30-3032-3233-38385865b6b7
tim,couch,NA,QB,07/31/1977,Kentucky,TC-2600,2500207,NA,NA,NA,NA,NA
tom,crabtree,NA,TE,11/04/1985,Miami (OH),TC-2900,2507752,NA,NA,00-0026878,CRA116294,32013030-2d30-3032-3638-3738627b28bd
tony,creecy,NA,RB,05/22/1992,North Carolina State,TC-2975,2554364,NA,NA,00-0032304,CRE073540,NA
tony,curtis,NA,TE,02/11/1983,Portland State,TC-3200,2506224,NA,NA,00-0023179,CUR757096,NA
terrell,davis,NA,RB,10/28/1972,Georgia,TD-0500,2500330,NA,NA,NA,NA,NA
thabiti,davis,NA,WR,03/24/1975,Wake Forest,TD-0600,2500331,NA,NA,NA,NA,NA
titus,davis,NA,WR,01/03/1993,Central Michigan,TD-0712,2553874,NA,NA,00-0032080,DAV768844,NA
trevor,davis,NA,WR,07/04/1993,California,TD-0737,2555413,NA,009d2c1d-90df-4289-ad6b-cf8eeea96464,00-0032423,DAV778929,32013030-2d30-3033-3234-3233fd9558ed
tristan,davis,NA,RB,05/06/1986,Auburn,TD-0750,2507806,NA,NA,00-0027172,DAV779730,NA
tyrone,davis,NA,TE,06/30/1972,Virginia,TD-0800,2500336,NA,NA,NA,NA,NA
ty,detmer,NA,QB,10/30/1967,Brigham Young,TD-1100,2500379,NA,NA,NA,NA,NA
todd,devoe,NA,WR,04/05/1980,Central Missouri State,TD-1200,2505415,NA,NA,NA,NA,NA
tyson,devree,NA,TE,11/12/1984,Colorado,TD-1300,4237,NA,NA,00-0026103,DEV738294,NA
trent,dilfer,NA,QB,03/13/1972,Fresno State,TD-1400,2500392,NA,NA,NA,NA,NA
tandon,doss,NA,WR,09/22/1989,Indiana,TD-1800,2495449,NA,NA,00-0028061,DOS560472,32013030-2d30-3032-3830-3631a3fcf87f
troy,drayton,NA,TE,06/29/1970,Penn State,TD-2000,2500462,NA,NA,NA,NA,NA
thomas,duarte,NA,TE,03/30/1995,UCLA,TD-2150,2555483,NA,NA,00-0033061,DUA426541,NA
tj,duckett,NA,RB,02/17/1981,Michigan State,TD-2200,2505220,NA,NA,NA,NA,NA
travin,dural,NA,WR,11/19/1993,LSU,TD-2450,2559101,NA,NA,00-0033517,DUR066037,NA
tim,dwight,NA,WR,07/13/1975,Iowa,TD-2500,2500495,NA,NA,NA,NA,NA
trey,edmunds,NA,RB,12/30/1994,Maryland,TE-0025,2559325,NA,86135597-11af-4be5-a9e8-8edfd672165b,00-0033838,EDM674964,32013030-2d30-3033-3338-333845c9d9a4
terrence,edwards,NA,WR,04/29/1979,Georgia,TE-0050,2505248,NA,NA,NA,NA,NA
trent,edwards,NA,QB,10/30/1983,Stanford,TE-0100,2507189,NA,NA,00-0025479,EDW720778,32013030-2d30-3032-3534-37392cb6f6b5
troy,edwards,NA,WR,04/07/1977,Louisiana Tech,TE-0200,2500520,NA,NA,NA,NA,NA
tyler,eifert,NA,TE,09/08/1990,Notre Dame,TE-0300,2540148,1974,cf5c0458-8315-4e44-b4f8-dff3b47e4fe9,00-0030549,EIF131143,32013030-2d30-3033-3035-34394cd7dfb2
tyler,ervin,NA,RB,10/07/1993,San Jose State,TE-0350,2555234,NA,bef936ea-aa7f-4bcd-bfed-937c1979731f,00-0032404,ERV286234,32013030-2d30-3033-3234-3034f880eafa
tim,euhus,NA,TE,10/02/1980,Oregon State,TE-0500,2505688,NA,NA,NA,NA,NA
tyler,ferguson,NA,QB,01/07/1994,Western Kentucky,TF-0287,2559327,NA,NA,00-0033799,FER347382,NA
tony,fiammetta,NA,RB,08/22/1986,Syracuse,TF-0300,71299,NA,NA,00-0027093,FIA415290,32013030-2d30-3032-3730-3933f27bc2e5
tony,fisher,NA,RB,10/12/1979,Notre Dame,TF-0400,2504936,NA,NA,NA,NA,NA
timothy,flanders,NA,RB,09/29/1991,Sam Houston State,TF-0550,2550340,NA,NA,00-0030803,FLA544670,NA
troy,fleming,NA,RB,10/01/1980,Tennessee,TF-0600,2506018,NA,NA,NA,NA,NA
terrell,fletcher,NA,RB,09/14/1973,Wisconsin,TF-0700,2500652,NA,NA,NA,NA,NA
terrence,franks,NA,RB,05/12/1992,Texas State,TF-1250,NA,NA,NA,NA,NA,NA
travis,fulgham,NA,WR,09/13/1995,Old Dominion,TF-1450,2562653,NA,d15bb6a5-c9a5-4bb9-8376-f7917cec5690,00-0035592,FUL119395,32013030-2d30-3033-3535-3932f90568c6
